Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Included / International,Price / International,Compare At Price / International,Status
9ct-gold-gate-bracelet-with-heart-locker,9CT GOLD GATE BRACELET WITH HEART LOCKER,"<p data-mce-fragment=""1""> </p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARKED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 9CT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">29 GRAMS</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL LENGTH OF CHAIN</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">19CM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">WIDTH</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">11MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Exceptional value at : $1,195.00</p>
<p data-mce-fragment=""1"">Item number L104</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price.</p>
<p data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store.</p>
<p data-mce-fragment=""1"">PLEASE NOTE: This item is NOT located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">Do you have any questions? Please find our frequently asked questions here <u data-mce-fragment=""1""><a href=""https://oncelovedtreasures.com.au/pages/faq"" data-mce-fragment=""1"" data-mce-href=""https://oncelovedtreasures.com.au/pages/faq"">https://oncelovedtreasures.com.au/pages/faq</a></u></p>",Once Loved Treasures,,Bracelets,"belcher bracelet, bracelet",true,Title,Default Title,,,,,"",0.0,shopify,1,deny,manual,1195.00,,true,true,"",https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.f.jpg?v=1672901262,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.g.jpg?v=1672901264,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.b.jpg?v=1672901264,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.c.jpg?v=1672901264,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.d.jpg?v=1672901264,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.e.jpg?v=1672901264,6,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-gate-bracelet-with-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/L104.jpg?v=1672901264,7,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bangle-with-old-hall-marks-235g,9CT GOLD ANTIQUE BANGLE WITH OLD HALL MARKS,"<p data-mce-fragment=""1""><br></p>
<table data-mce-fragment=""1"" width=""400"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARKED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 9CT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">23.5 GRAMS</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">DIAMETER</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">5.7CM APPROX</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">WIDTH</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">8MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Exceptional value at : $995.00</p>
<p data-mce-fragment=""1"">Item number 235G</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price.</p>
<p data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store.</p>
<p data-mce-fragment=""1"">PLEASE NOTE: This item is NOT located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">We have other types, styles and designs on our link bracelets and bangles </p>
<p data-mce-fragment=""1"">Do you have any questions? Please find our frequently asked questions here <u data-mce-fragment=""1""><a data-mce-fragment=""1"" href=""https://oncelovedtreasures.com.au/pages/faq"" data-mce-href=""https://oncelovedtreasures.com.au/pages/faq"">https://oncelovedtreasures.com.au/pages/faq</a></u></p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"Antique Bracelet, Antique jewellery, bracelet, vintage jewellery",true,Title,Default Title,,,,,235G,23.5,shopify,1,deny,manual,995.00,,true,true,"",https://cdn.shopify.com/s/files/1/0608/1498/3409/products/235G.e.jpg?v=1671594782,1,,false,9CT GOLD ANTIQUE BANGLE WITH OLD HALL MARKS 235G,HALL MARKED XRF TESTED 9CT TOTAL WEIGHT 23.5 GRAMS CONDITION EXCELLENT DIAMETER 5.7CM APPROX WIDTH 8MM  Exceptional value at : $995.00 Item number 235G,,,,,,,,,,,,,,,g,,,true,true,,,active
9ct-gold-antique-bangle-with-old-hall-marks-235g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/235G.b.jpg?v=1671594782,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bangle-with-old-hall-marks-235g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/235G.c.jpg?v=1671594782,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bangle-with-old-hall-marks-235g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/235G.d.jpg?v=1671594782,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bangle-with-old-hall-marks-235g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/235G.jpg?v=1671594782,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,9CT GOLD ANTIQUE BRACELET WITH SAPPHIRE AND DIAMOND ON HEART LOCKER,"<p data-mce-fragment=""1""> </p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARKED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 9CT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">24 GRAMS</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">OVERALL LENGTH OF CHAIN</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">APPROX 18CM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">WIDTH</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">8MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1"">Old antique hallmarks on locket, Unique chain.</p>
<p data-mce-fragment=""1"">Exceptional value at : $1,195.00</p>
<p data-mce-fragment=""1"">Item number 25982</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price.</p>
<p data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store.</p>
<p data-mce-fragment=""1"">PLEASE NOTE: This item is NOT located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">Do you have any questions? Please find our frequently asked questions here <u data-mce-fragment=""1""><a href=""https://oncelovedtreasures.com.au/pages/faq"" data-mce-fragment=""1"" data-mce-href=""https://oncelovedtreasures.com.au/pages/faq"">https://oncelovedtreasures.com.au/pages/faq</a></u></p>",Once Loved Treasures,,Bracelets,"antique, Antique Bracelet, Antique inspired bracelet, Antique jewellery, bracelet, vintage jewellery",true,Title,Default Title,,,,,"",0.0,shopify,1,deny,manual,1195.00,,true,true,"",https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982.e.jpg?v=1671594471,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982_024acda5-f6c9-4651-a9c8-8f4f5b0b6f6f.jpg?v=1671594471,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982.f.jpg?v=1671594471,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982.d.jpg?v=1671594472,4,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982.c.jpg?v=1671594472,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9ct-gold-antique-bracelet-with-sapphire-and-diamond-on-heart-locker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0608/1498/3409/products/25982.b.jpg?v=1671594472,6,,,,,,,,,,,,,,,,,,,,,,,,,,
10ct-gold-40-5-gram-bangle,10CT GOLD 40.5 GRAM BANGLE,"<p data-mce-fragment=""1""><br></p>
<table width=""400"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">HALL MARKED</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">XRF TESTED 10CT GOLD</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">TOTAL WEIGHT</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">40.5 GRAMS</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">CONDITION</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">EXCELLENT</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">DIAMETER</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">6CM</p>
</td>
</tr>
<tr data-mce-fragment=""1"">
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">WIDTH</p>
</td>
<td data-mce-fragment=""1"">
<p data-mce-fragment=""1"">6MM</p>
</td>
</tr>
</tbody>
</table>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Exceptional value at : $1,995.00</p>
<p data-mce-fragment=""1"">Item number: 26226</p>
<p data-mce-fragment=""1"">In order to keep the price low there is no valuation certificate for this item. However one can be arranged for an additional price.</p>
<p data-mce-fragment=""1"">Be confident in your purchase with our money back guarantee.</p>
<p data-mce-fragment=""1"">If for any reason you are not happy with the item, you can return it for a full refund within 5 days. The item must be in the same condition it was in it left our store.</p>
<p data-mce-fragment=""1"">PLEASE NOTE: This item is NOT located in our showroom. Please contact us to pre- arrange a viewing.</p>
<p data-mce-fragment=""1"">We have other types, styles and designs on our link bracelets and bangles </p>
<p data-mce-fragment=""1"">Do you have any questions? Please find our frequently asked questions here <u data-mce-fragment=""1""><a href=""https://oncelovedtreasures.com.au/pages/faq"" data-mce-fragment=""1"" data-mce-href=""https://oncelovedtreasures.com.au/pages/faq"">https://oncelovedtreasures.com.au/pages/faq</a></u></p>",Once Loved Treasures,Apparel & Accessories > Jewelry > Bracelets,Bracelets,"10ct Gold, bangles, bracelet, indian bangles, Indian bracelet, indian gold, indian jewellery",true,Title,Default Title,,,,,"",0.0,shopify,1,deny,manual,1995.00,,true,true,"",https://cdn.shopify.com/s/files/1/0608/1498/3409/products/26226.e.jpg?v=1671592740,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,active
